"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Juan Nicasio","Phillies","2","3","4.75","47","0","0","0","1","10","1","47.1","217","57","27","25","4","21","5","2","0","1","45","7731"
"Yoshihisa Hirano","Diamondbacks","5","5","4.75","62","0","0","0","1","15","5","53.0","233","51","31","28","7","22","2","3","2","0","61","19756"
"Joshua James","Astros","5","1","4.77","48","0","0","0","1","6","2","60.1","263","46","34","32","10","35","0","4","6","0","99","16794"
"Tanner Scott","Orioles","1","1","4.78","28","0","0","0","0","2","1","26.1","122","28","17","14","4","19","2","2","2","0","37","17586"
"Tommy Milone","Mariners","3","7","4.80","17","0","0","0","0","0","0","80.2","324","72","44","43","18","15","1","2","1","0","60","7608"
"Chris Flexen","Mets","0","2","4.82","8","0","0","0","0","0","0","9.1","46","8","6","5","1","9","1","0","1","0","10","13896"
"T.J. McFarland","Diamondbacks","0","0","4.82","51","0","0","0","0","9","0","56.0","250","71","35","30","6","20","5","1","1","0","35","3237"
"Chris Devenski","Astros","2","2","4.84","60","0","0","0","0","7","1","67.0","287","64","36","36","13","21","0","3","2","0","72","12763"
"Ryan Brasier","Red Sox","2","4","4.85","62","0","0","0","7","9","4","55.2","241","51","33","30","9","21","1","3","3","0","61","5615"
"Victor Alcantara","Tigers","3","2","4.85","46","0","0","0","0","10","3","42.2","182","45","25","23","8","15","0","2","3","0","24","15028"
"Dan Otero","Indians","0","0","4.85","25","0","0","0","0","1","0","29.2","131","42","17","16","6","3","0","1","1","0","16","7385"
"Chasen Bradford","Mariners","0","0","4.86","12","0","0","0","1","1","0","16.2","69","17","9","9","6","4","0","0","1","0","11","12452"
"Luke Bard","Angels","3","3","4.89","29","0","0","0","0","1","1","46.0","186","38","26","25","8","13","1","4","5","1","37","14288"
"Blake Treinen","Athletics","6","5","4.91","57","0","0","0","16","3","5","58.2","266","58","33","32","9","37","1","1","1","0","59","12572"
"Caleb Ferguson","Dodgers","1","1","4.91","44","0","0","0","0","4","0","40.1","183","35","24","22","6","23","2","6","1","0","51","19349"
"Allen Webster","Cubs","0","0","4.91","12","0","0","0","1","0","0","11.0","52","14","7","6","2","5","2","1","3","0","9","3993"
"Tim Peterson","Mets","0","0","4.91","6","0","0","0","0","0","0","7.1","35","7","4","4","1","7","1","1","3","0","3","13946"
"Tim Mayza","Blue Jays","1","3","4.91","68","0","0","0","0","18","1","51.1","227","45","29","28","8","27","2","1","4","0","55","15042"
"Robby Scott","Diamondbacks","1","0","4.91","11","0","0","0","0","0","0","7.1","37","8","4","4","1","7","0","0","0","0","9","13042"
"Chris Stratton","- - -","1","1","4.92","30","0","0","0","0","0","0","53.0","233","61","32","29","9","19","1","0","1","0","52","13761"
"Shawn Kelley","Rangers","5","2","4.94","50","0","0","0","11","6","4","47.1","205","55","27","26","12","11","2","2","2","0","43","7773"
"Trevor Cahill","Angels","2","4","4.96","26","0","0","0","0","0","0","49.0","220","56","30","27","9","21","0","3","9","0","38","6249"
"Kyle Crick","Pirates","3","7","4.96","52","0","0","0","0","13","6","49.0","226","41","30","27","10","35","1","7","1","0","61","13182"
"Yonny Chirinos","Rays","3","0","4.97","8","0","0","0","0","0","0","29.0","118","26","18","16","7","5","0","2","0","1","22","16401"
"Pedro Strop","Cubs","2","5","4.97","50","0","0","0","10","6","6","41.2","178","33","24","23","6","20","1","5","4","0","49","4070"
"Dan Winkler","Braves","3","1","4.98","27","0","0","0","0","6","1","21.2","93","18","14","12","5","11","0","1","1","0","22","12237"
"Reggie McClain","Mariners","1","1","5.00","12","0","0","0","0","0","1","18.0","78","16","10","10","2","10","0","0","1","0","11","19311"
"Pat Neshek","Phillies","0","1","5.00","20","0","0","0","3","6","0","18.0","79","23","11","10","5","2","0","0","0","0","9","4682"
"Joe Harvey","- - -","1","0","5.00","18","0","0","0","0","0","0","18.0","84","18","11","10","3","13","0","2","0","0","17","16459"
"Zac Rosscup","- - -","2","0","5.00","28","0","0","0","0","5","1","18.0","94","22","15","10","2","19","1","0","3","0","26","9419"
"Adrian Sampson","Rangers","3","1","5.01","20","0","0","0","0","0","0","46.2","206","51","27","26","7","17","1","3","2","1","34","13339"
"Zach Duke","Reds","3","1","5.01","30","0","0","0","0","4","0","23.1","106","21","13","13","4","18","1","2","0","0","18","3840"
"Jeremy Jeffress","Brewers","3","4","5.02","48","0","0","0","1","12","3","52.0","225","54","32","29","5","17","0","5","1","0","46","9490"
"D.J. Johnson","Rockies","0","2","5.04","28","0","0","0","0","4","0","25.0","116","23","14","14","1","19","2","3","4","0","24","12578"
"Gabriel Ynoa","Orioles","1","1","5.05","23","0","0","0","0","0","0","46.1","201","53","31","26","9","11","1","0","3","0","37","12938"
"Ray Black","- - -","0","1","5.06","17","0","0","0","0","2","2","16.0","70","14","9","9","5","9","0","1","0","0","18","14244"
"Luis Avilan","Mets","4","0","5.06","45","0","0","0","0","3","0","32.0","141","33","18","18","5","14","0","3","2","0","30","2882"
"Taylor Cole","Angels","3","2","5.08","32","0","0","0","0","4","0","44.1","196","46","26","25","2","21","4","2","3","0","42","11964"
"Travis Lakins","Red Sox","0","1","5.09","13","0","0","0","0","1","0","17.2","81","21","11","10","1","8","1","1","1","0","12","18600"
"Ryan Burr","White Sox","1","0","5.09","15","0","0","0","0","0","0","17.2","78","16","12","10","3","7","0","0","0","0","19","17536"
"Dustin May","Dodgers","1","1","5.11","10","0","0","0","0","4","1","12.1","52","12","7","7","1","2","0","3","0","0","15","19716"
"Matt Albers","Brewers","8","6","5.13","67","0","0","0","4","10","2","59.2","258","53","34","34","8","29","3","3","2","1","57","4300"
"Javier Guerra","Padres","0","0","5.19","8","0","0","0","0","0","0","8.2","36","7","5","5","3","3","0","0","0","0","6","17292"
"Daniel Zamora","Mets","0","1","5.19","17","0","0","0","0","0","0","8.2","41","10","5","5","1","5","1","1","0","0","8","17811"
"Heath Fillmyer","Royals","0","1","5.23","9","0","0","0","0","1","0","10.1","48","10","6","6","2","7","0","1","0","0","8","17466"
"Richard Bleier","Orioles","3","0","5.23","52","0","0","0","4","5","1","53.1","226","62","32","31","5","8","2","4","1","0","29","7803"
"Lou Trivino","Athletics","4","6","5.25","61","0","0","0","0","17","5","60.0","269","61","40","35","7","31","2","3","7","0","57","15043"
"Trey Wingenter","Padres","1","3","5.26","50","0","0","0","1","16","3","49.2","211","33","29","29","5","26","0","5","4","0","70","17793"
"Adam Warren","Padres","4","1","5.34","25","0","0","0","0","3","0","28.2","124","28","18","17","9","12","0","1","3","0","25","9029"
"Paul Fry","Orioles","1","9","5.34","66","0","0","0","3","11","5","57.1","255","54","39","34","7","29","1","6","2","0","55","15832"
"Elvis Luciano","Blue Jays","1","0","5.35","25","0","0","0","0","0","0","33.2","159","36","20","20","4","24","1","3","4","0","27","20632"
"Chad Bettis","Rockies","1","4","5.36","36","0","0","0","1","4","2","50.1","223","58","33","30","8","13","2","5","2","0","33","10587"
"Bryan Shaw","Rockies","3","2","5.38","70","0","0","0","1","12","5","72.0","311","69","44","43","12","29","1","5","1","0","58","8110"
"Austin Pruitt","Rays","3","0","5.40","12","0","0","0","0","0","0","36.2","154","39","22","22","6","11","2","0","1","0","29","15290"
"David Robertson","Phillies","0","1","5.40","7","0","0","0","0","2","0","6.2","33","8","4","4","1","6","0","0","0","0","6","8241"
"Nathan Eovaldi","Red Sox","1","0","5.40","11","0","0","0","0","4","1","13.1","61","17","8","8","1","4","0","1","3","0","18","9132"
"Brad Boxberger","Royals","1","3","5.40","29","0","0","0","1","0","3","26.2","122","25","16","16","3","17","0","1","1","0","27","10133"
"Robbie Erlin","Padres","0","0","5.40","36","0","0","0","0","5","1","53.1","241","69","35","32","6","14","0","1","3","0","50","10354"
"Cody Anderson","Indians","0","0","5.40","3","0","0","0","0","0","1","5.0","23","7","3","3","0","2","0","0","2","0","5","12799"
"Junior Fernandez","Cardinals","0","1","5.40","13","0","0","0","0","0","3","11.2","54","9","7","7","2","6","0","4","2","0","16","18496"
"Locke St. John","Rangers","0","0","5.40","7","0","0","0","0","2","0","6.2","33","7","4","4","0","4","0","0","0","0","5","16850"
"Dillon Maples","Cubs","1","0","5.40","14","0","0","0","0","0","0","11.2","54","6","7","7","2","10","0","4","0","0","18","14672"
"Duane Underwood Jr.","Cubs","0","0","5.40","12","0","0","0","0","0","0","11.2","51","13","7","7","2","3","0","1","1","0","13","14677"
"David Carpenter","Rangers","0","0","5.40","4","0","0","0","0","0","0","3.1","19","4","4","2","0","4","0","0","0","0","2","3959"
"Humberto Arteaga","Royals","0","0","5.40","1","0","0","0","0","0","0","1.2","8","2","1","1","1","1","0","0","0","0","0","13595"
"Edubray Ramos","Phillies","1","0","5.40","20","0","0","0","0","2","2","15.0","69","19","10","9","5","7","1","1","3","0","11","16086"
"Wes Parsons","- - -","1","2","5.45","32","0","0","0","0","2","0","34.2","157","32","24","21","6","29","2","2","2","0","26","14764"
"Brad Brach","- - -","5","4","5.47","58","0","0","0","0","6","3","54.1","242","57","33","33","4","31","2","1","3","0","60","6627"
"David McKay","- - -","0","0","5.47","25","0","0","0","0","1","1","26.1","115","20","17","16","3","17","1","1","2","0","34","19814"
"Cy Sneed","Astros","0","1","5.48","8","0","0","0","0","0","0","21.1","93","26","13","13","5","5","0","0","0","0","23","16106"
"Burch Smith","- - -","0","1","5.48","17","0","0","0","0","0","1","21.1","106","26","14","13","3","14","2","1","1","0","20","12784"
"Travis Bergen","Giants","2","0","5.49","21","0","0","0","0","0","0","19.2","85","18","12","12","4","9","2","1","1","1","18","18581"
"Chris Mazza","Mets","1","1","5.51","9","0","0","0","0","0","0","16.1","74","21","10","10","0","5","0","4","0","0","11","14151"
"Dan Altavilla","Mariners","2","1","5.52","17","0","0","0","0","1","2","14.2","64","9","9","9","1","12","1","0","2","0","18","16507"
"Dominic Leone","Cardinals","1","0","5.53","40","0","0","0","1","0","1","40.2","180","39","28","25","9","22","2","0","1","0","46","13763"
"Carson Fulmer","White Sox","1","1","5.55","18","0","0","0","0","1","0","24.1","117","22","17","15","4","17","0","3","1","0","21","18311"
"Hunter Strickland","- - -","2","1","5.55","28","0","0","0","2","10","1","24.1","105","22","15","15","6","8","0","3","1","0","18","7836"
"Justin Anderson","Angels","3","0","5.55","54","0","0","0","1","11","1","47.0","217","42","32","29","6","32","0","1","4","0","60","16201"
"Yency Almonte","Rockies","0","1","5.56","28","0","0","0","0","1","1","34.0","157","39","22","21","7","14","0","1","1","0","29","15068"
"Clay Holmes","Pirates","1","2","5.58","35","0","0","0","0","1","1","50.0","240","45","36","31","5","36","1","9","4","0","56","13649"
"Edwin Diaz","Mets","2","7","5.59","66","0","0","0","26","1","7","58.0","254","58","36","36","15","22","3","4","3","0","99","14710"
"Dylan Covey","White Sox","0","1","5.59","6","0","0","0","0","0","1","9.2","52","14","7","6","1","3","1","3","0","0","5","14825"
"Nestor Cortes","Yankees","5","1","5.60","32","0","0","0","0","1","1","64.1","285","69","40","40","16","27","1","1","1","0","67","17874"
"Tom Eshelman","Orioles","1","0","5.60","6","0","0","0","0","0","0","17.2","80","23","12","11","5","5","1","1","0","0","7","18361"
"Kyle Barraclough","- - -","1","2","5.61","43","0","0","0","0","8","3","33.2","164","38","24","21","9","21","2","2","3","1","40","13713"
"Neil Ramirez","- - -","0","1","5.63","21","0","0","0","0","2","0","24.0","109","26","16","15","7","15","0","0","1","0","24","7677"
"Matthew Festa","Mariners","0","2","5.64","20","0","0","0","0","3","2","22.1","101","20","15","14","5","12","1","2","1","0","21","19330"
"Ian Gibaut","- - -","1","1","5.65","10","0","0","0","0","0","0","14.1","64","12","9","9","1","10","1","1","1","0","16","17871"
"Fernando Rodney","- - -","0","5","5.66","55","0","0","0","2","17","4","47.2","210","49","31","30","5","28","1","0","6","0","49","494"
"Mike Montgomery","Cubs","1","2","5.67","20","0","0","0","0","3","1","27.0","123","35","18","17","6","13","1","0","0","0","18","4869"
"Wandy Peralta","- - -","1","1","5.67","47","0","0","0","0","3","1","39.2","172","40","25","25","11","16","3","2","0","0","32","14295"
"Jacob Waguespack","Blue Jays","1","0","5.68","3","0","0","0","0","0","0","12.2","55","12","9","8","3","4","0","1","0","0","13","18318"
"Lewis Thorpe","Twins","3","1","5.68","10","0","0","0","0","0","2","19.0","84","26","12","12","0","4","0","0","2","0","18","15906"
"Michael Wacha","Cardinals","1","0","5.68","5","0","0","0","0","0","0","12.2","59","19","8","8","4","4","0","0","0","0","12","14078"
"Jeurys Familia","Mets","4","2","5.70","66","0","0","0","0","14","4","60.0","274","62","39","38","7","42","4","3","3","0","63","5114"
"Stephen Tarpley","Yankees","1","0","5.70","20","0","0","0","2","2","0","23.2","113","30","16","15","3","15","1","2","5","1","34","15859"
"Brad Wieck","- - -","2","2","5.71","44","0","0","0","0","9","2","34.2","148","28","23","22","8","13","0","3","1","0","49","16390"
"Shawn Armstrong","- - -","1","1","5.74","55","0","0","0","4","9","5","58.0","271","66","38","37","8","29","1","4","4","1","63","12857"
"Josh Lucas","Orioles","0","0","5.74","9","0","0","0","1","0","0","15.2","69","14","12","10","2","7","0","0","0","0","16","11686"
"Jose Quijada","Marlins","2","3","5.76","34","0","0","0","1","4","1","29.2","144","27","20","19","10","26","3","4","2","0","44","19200"
"Edgar Garcia","Phillies","2","0","5.77","37","0","0","0","0","2","0","39.0","172","38","25","25","11","26","2","0","4","0","45","19276"
"Jorge Lopez","Royals","1","1","5.79","21","0","0","0","1","0","1","37.1","162","42","27","24","6","11","0","0","1","0","38","14527"
"Yohander Mendez","Rangers","1","0","5.79","3","0","0","0","0","0","0","4.2","21","4","3","3","2","5","0","0","0","0","8","14391"
"Wily Peralta","Royals","2","4","5.80","42","0","0","0","2","5","3","40.1","176","45","28","26","7","19","1","2","0","0","24","7738"
"Taylor Guerrieri","Rangers","0","0","5.81","20","0","0","0","0","3","0","26.1","123","26","19","17","3","22","0","2","2","0","27","13616"
"Rookie Davis","Pirates","0","0","5.87","4","0","0","0","0","0","0","7.2","33","8","5","5","2","3","0","0","0","0","8","14962"
"Drew VerHagen","Tigers","2","1","5.87","18","0","0","0","0","1","0","38.1","167","42","25","25","5","17","1","3","3","0","29","13424"
"Jose Ruiz","White Sox","1","4","5.87","39","0","0","0","0","1","1","38.1","190","53","27","25","6","24","2","2","4","0","34","14552"
"Jimmie Sherfy","Diamondbacks","1","0","5.89","17","0","0","0","1","0","1","18.1","83","23","12","12","4","5","0","1","0","1","22","15118"
"Eduardo Jimenez","Tigers","0","0","5.91","8","0","0","0","0","0","0","10.2","49","12","7","7","1","5","0","0","1","0","8","19642"
"Branden Kline","Orioles","1","4","5.93","34","0","0","0","0","5","1","41.0","183","44","28","27","9","19","0","1","3","0","34","14101"
"Tom Murphy","Mariners","0","0","6.00","3","0","0","0","0","0","0","3.0","11","1","2","2","0","1","0","0","0","0","2","13499"
"Justus Sheffield","Mariners","0","0","6.00","1","0","0","0","0","0","0","3.0","14","2","2","2","1","4","0","0","0","0","3","17285"
"Tyler Alexander","Tigers","0","0","6.00","5","0","0","0","0","0","0","12.0","50","12","8","8","3","2","0","0","0","0","12","17735"
"Cole Irvin","Phillies","0","0","6.00","13","0","0","0","1","0","0","24.0","105","28","16","16","4","8","1","2","1","0","18","19244"
"Shaun Anderson","Giants","0","1","6.08","12","0","0","0","2","1","0","13.1","59","14","9","9","1","7","1","0","0","0","15","19453"
"Steven Brault","Pirates","1","1","6.11","6","0","0","0","0","0","0","17.2","78","17","12","12","2","11","0","1","0","0","14","15291"
"Phil Maton","- - -","0","0","6.14","30","0","0","0","0","2","0","36.2","163","38","27","25","7","12","0","2","3","0","33","18064"
"Kelvin Herrera","White Sox","3","3","6.14","57","0","0","0","1","6","2","51.1","235","60","36","35","8","23","6","1","8","2","53","6033"
"Brooks Pounders","Mets","1","0","6.14","7","0","0","0","0","0","0","7.1","34","9","5","5","1","2","0","1","1","0","5","10387"
"Chad Sobotka","Braves","0","0","6.21","32","0","0","0","0","6","0","29.0","134","28","22","20","6","19","0","3","3","1","38","17470"
"Tyler Beede","Giants","0","1","6.23","2","0","0","0","0","0","0","4.1","26","7","3","3","0","6","0","0","1","0","7","16981"
"John Schreiber","Tigers","2","0","6.23","13","0","0","0","0","1","1","13.0","59","16","9","9","3","4","0","1","1","0","19","20020"
"Tayron Guerrero","Marlins","1","2","6.26","52","0","0","0","0","6","4","46.0","216","42","34","32","7","36","0","6","9","0","43","11691"
"Cody Allen","Angels","0","2","6.26","25","0","0","0","4","0","0","23.0","116","24","16","16","9","20","0","0","3","0","29","12183"
"Drew Steckenrider","Marlins","0","2","6.28","15","0","0","0","0","3","1","14.1","58","9","10","10","6","5","0","1","0","0","14","18806"
"Jonathan Holder","Yankees","5","2","6.28","33","0","0","0","0","4","2","38.2","170","40","30","27","8","11","1","2","0","0","44","16588"
"Nick Kingham","- - -","4","1","6.30","21","0","0","0","1","0","0","40.0","180","52","28","28","7","18","1","0","3","0","30","11694"
"JT Chargois","Dodgers","1","0","6.33","21","0","0","0","0","0","0","21.1","88","21","16","15","4","5","2","2","0","0","28","13767"
"Ryne Stanek","- - -","0","3","6.35","36","0","0","0","1","7","4","34.0","158","32","27","24","8","25","3","0","4","0","40","15947"
"Tyler Lyons","- - -","1","2","6.39","14","0","0","0","0","1","0","12.2","54","13","9","9","4","5","2","1","0","0","17","11334"
"Josh D. Smith","- - -","0","0","6.39","14","0","0","0","0","0","0","12.2","64","11","9","9","0","11","2","3","0","0","14","13629"
"Jeffrey Springs","Rangers","4","1","6.40","25","0","0","0","0","1","0","32.1","155","38","23","23","4","23","0","0","0","0","32","17677"
"Enyel De Los Santos","Phillies","0","0","6.43","4","0","0","0","0","0","0","7.0","28","6","5","5","3","2","0","0","0","0","7","18403"
"Sean Reid-Foley","Blue Jays","0","1","6.43","3","0","0","0","0","0","0","7.0","32","7","5","5","2","5","0","0","0","0","8","17034"
"Dillon Tate","Orioles","0","2","6.43","16","0","0","0","0","1","0","21.0","93","18","15","15","3","9","0","5","2","0","20","17796"
"Evan Phillips","Orioles","0","1","6.43","25","0","0","0","0","3","0","28.0","140","32","20","20","2","20","0","5","2","0","40","17734"
"Adam Conley","Marlins","2","11","6.53","60","0","0","0","2","6","2","60.2","283","76","45","44","10","29","6","3","2","0","53","14457"
"Austin Davis","Phillies","0","0","6.53","14","0","0","0","0","0","0","20.2","98","22","15","15","6","14","1","3","0","0","24","17117"
"Craig Kimbrel","Cubs","0","4","6.53","23","0","0","0","13","0","3","20.2","96","21","15","15","9","12","0","2","0","0","30","6655"
"Dereck Rodriguez","Giants","1","1","6.53","12","0","0","0","0","0","0","20.2","92","23","15","15","3","7","0","1","0","0","15","14509"
"David Bednar","Padres","0","2","6.55","13","0","0","0","0","2","0","11.0","48","10","8","8","3","5","0","0","0","0","14","19569"
"David Hess","Orioles","0","0","6.57","9","0","0","0","0","0","0","12.1","58","16","10","9","4","5","0","2","0","0","10","16130"
"Wei-Yin Chen","Marlins","0","1","6.59","45","0","0","0","0","3","0","68.1","307","87","54","50","15","18","2","5","2","0","63","13071"
"Carlos Carrasco","Indians","2","1","6.60","11","0","0","0","1","0","1","15.0","66","18","11","11","4","5","0","1","1","0","17","6632"
"Adalberto Mejia","- - -","0","2","6.61","35","0","0","0","0","4","1","31.1","145","33","25","23","4","21","0","0","3","0","30","13188"
"Mike Mayers","Cardinals","0","1","6.63","16","0","0","0","0","1","0","19.0","88","21","14","14","3","11","2","1","1","0","16","15451"
"Sam Howard","Rockies","2","0","6.63","20","0","0","0","0","0","0","19.0","91","21","16","14","5","10","0","3","2","0","23","16265"
"Matt Grace","Nationals","1","2","6.65","50","0","0","0","0","4","0","44.2","200","61","34","33","11","10","0","2","1","0","32","11449"
"Anthony Banda","Rays","0","0","6.75","3","0","0","0","0","0","0","4.0","18","6","3","3","0","0","0","0","0","0","2","14706"
"Kohl Stewart","Twins","1","1","6.75","7","0","0","0","0","1","0","13.1","57","15","10","10","2","3","0","1","2","0","7","15502"
"Shelby Miller","Rangers","0","0","6.75","11","0","0","0","0","1","1","14.2","69","19","14","11","3","6","0","1","0","0","10","10197"
"Steve Wilkerson","Orioles","0","0","6.75","4","0","0","0","1","0","0","5.1","22","6","4","4","2","0","0","0","0","0","1","16041"
"Jake Faria","- - -","0","1","6.75","16","0","0","0","0","2","0","18.2","95","28","15","14","5","12","0","1","3","0","19","13699"
"Jimmy Yacabonis","Orioles","1","1","6.75","25","0","0","0","0","3","0","33.1","158","43","26","25","7","19","0","2","3","0","29","15157"
"Tony Barnette","Cubs","0","0","6.75","2","0","0","0","0","0","0","1.1","5","2","1","1","1","0","0","0","0","0","0","3555"
"Fernando Salas","Phillies","0","0","6.75","3","0","0","0","0","0","0","2.2","15","8","2","2","1","0","0","0","0","0","3","4971"
"Jacob Barnes","- - -","1","5","6.82","32","0","0","0","0","1","0","31.2","152","34","27","24","6","19","1","0","2","0","29","12323"
"Jake Jewell","Angels","0","0","6.84","18","0","0","0","0","1","0","26.1","114","28","20","20","8","8","0","3","0","0","23","16958"
"Yefry Ramirez","- - -","0","1","6.86","12","0","0","0","0","0","0","21.0","100","24","19","16","3","12","0","4","1","0","24","15655"
"Peter Fairbanks","- - -","2","3","6.86","21","0","0","0","2","3","0","21.0","99","25","20","16","5","10","0","0","2","0","28","17998"
"Yacksel Rios","- - -","1","0","6.92","14","0","0","0","0","1","0","13.0","65","16","13","10","4","8","0","3","1","1","12","15007"
"Tyler Bashlor","Mets","0","3","6.95","24","0","0","0","0","1","3","22.0","103","21","17","17","6","17","2","0","0","0","20","15203"
"Matt Wisler","- - -","3","4","6.97","36","0","0","0","0","8","3","41.1","190","52","34","32","10","15","0","0","3","1","53","12804"
"Kyle Dowdy","Rangers","2","1","6.98","12","0","0","0","0","0","1","19.1","94","22","17","15","3","15","1","1","3","0","15","19285"
"Austin Adams","- - -","0","0","7.02","15","0","0","0","0","0","0","16.2","80","18","13","13","4","13","1","0","0","0","14","7411"
"Hector Santiago","- - -","1","0","7.03","17","0","0","0","0","0","0","24.1","119","31","19","19","6","17","0","0","0","0","31","4026"
"A.J. Minter","Braves","3","4","7.06","36","0","0","0","5","5","2","29.1","147","36","23","23","3","23","5","1","5","0","35","18655"
"Fernando Romero","Twins","0","1","7.07","15","0","0","0","0","1","0","14.0","72","19","12","11","2","11","1","1","5","0","18","15885"
"Miguel Diaz","Padres","0","0","7.11","5","0","0","0","0","1","0","6.1","29","9","5","5","1","1","0","2","1","0","4","18815"
"Mike Dunn","Rockies","1","0","7.13","28","0","0","0","0","2","1","17.2","75","17","14","14","4","6","0","0","2","0","15","9948"
"Michael Blazek","Nationals","0","0","7.20","4","0","0","0","0","0","0","5.0","26","6","4","4","1","5","0","0","0","0","0","9654"
"Jaime Schultz","Dodgers","0","0","7.20","4","0","0","0","0","0","0","5.0","22","6","4","4","1","3","0","0","0","0","3","15066"
"Dennis Santana","Dodgers","0","0","7.20","3","0","0","0","0","0","0","5.0","27","6","4","4","1","4","0","2","1","0","6","17878"
"Brian Johnson","Red Sox","1","1","7.27","14","0","0","0","0","0","0","17.1","85","21","14","14","3","12","3","0","0","0","16","14272"
"Aaron Wilkerson","Brewers","0","0","7.31","8","0","0","0","0","0","0","16.0","80","25","13","13","4","9","1","0","0","0","11","16904"
"Hoby Milner","Rays","0","0","7.36","4","0","0","0","0","1","0","3.2","17","4","3","3","0","1","0","1","0","0","3","13346"
"Keury Mella","Reds","0","0","7.36","2","0","0","0","0","0","0","3.2","18","5","3","3","0","2","1","0","0","0","4","15964"
"Gabe Speier","Royals","0","0","7.36","9","0","0","0","0","1","0","7.1","33","5","6","6","2","6","0","0","1","0","10","17170"
"Phillip Diehl","Rockies","0","0","7.36","10","0","0","0","0","0","0","7.1","35","10","6","6","1","2","0","1","1","0","8","20030"
"Carlos Torres","Tigers","0","0","7.50","4","0","0","0","0","0","0","6.0","29","9","5","5","2","1","0","1","1","0","8","7624"
"Drew Anderson","Phillies","0","0","7.50","2","0","0","0","0","0","0","6.0","30","6","5","5","1","6","2","0","0","0","6","15130"
"Sean Poppen","Twins","0","0","7.56","4","0","0","0","0","0","0","8.1","36","10","7","7","1","5","0","0","0","0","9","19583"
"Martin Perez","Twins","1","0","7.56","3","0","0","0","0","0","0","8.1","45","11","8","7","0","9","1","0","0","0","12","6902"
"Daniel Mengden","Athletics","0","0","7.59","4","0","0","0","1","0","0","10.2","51","15","9","9","2","6","0","0","0","0","7","16980"
"Gerardo Reyes","Padres","4","0","7.62","27","0","0","0","0","1","1","26.0","117","24","22","22","3","11","1","3","3","0","38","16306"
"Jordan Romano","Blue Jays","0","2","7.63","17","0","0","0","0","5","0","15.1","75","17","14","13","4","9","0","4","0","0","21","16122"
"Richard Lovelady","Royals","0","3","7.65","25","0","0","0","0","2","1","20.0","96","30","17","17","2","8","2","1","1","0","17","19337"
"Tyler Thornburg","Red Sox","0","0","7.71","16","0","0","0","0","0","0","18.2","86","21","16","16","4","10","0","1","1","0","22","10688"
"Bryse Wilson","Braves","0","0","7.71","2","0","0","0","0","0","0","2.1","11","4","2","2","1","0","0","0","0","0","1","19990"
"Sal Romano","Reds","1","0","7.71","12","0","0","0","2","1","0","16.1","77","22","14","14","4","8","1","1","1","0","16","13690"
"Matt Hall","Tigers","0","1","7.71","16","0","0","0","0","0","1","23.1","113","28","20","20","4","15","1","1","1","0","27","18076"
"Corbin Burnes","Brewers","1","3","7.76","28","0","0","0","1","4","0","31.1","145","40","31","27","6","12","0","0","1","0","46","19361"
"Parker Markel","- - -","0","1","7.77","20","0","0","0","0","0","0","22.0","110","26","21","19","6","17","1","3","2","1","24","12106"
"Kyle Bird","Rangers","0","0","7.82","12","0","0","0","1","0","0","12.2","65","11","11","11","5","15","0","2","2","1","10","16618"
"Luis Escobar","Pirates","0","0","7.94","4","0","0","0","0","0","0","5.2","29","10","5","5","1","4","0","1","1","0","2","17345"
"Luke Gregerson","Cardinals","0","0","7.94","6","0","0","0","0","0","0","5.2","27","11","5","5","0","1","0","0","0","0","2","4090"
"Zac Reininger","Tigers","0","2","7.96","24","0","0","0","0","1","0","26.0","128","39","24","23","10","15","1","0","1","0","15","15285"
"Mike Wright Jr.","- - -","0","1","7.98","19","0","0","0","1","0","1","29.1","147","44","30","26","6","12","1","2","2","0","30","12586"
"Josh Sborz","Dodgers","0","1","8.00","7","0","0","0","0","0","0","9.0","40","10","8","8","2","4","0","0","0","0","7","18323"
"David Hernandez","Reds","2","5","8.02","47","0","0","0","2","12","3","42.2","198","53","39","38","7","20","3","1","1","0","53","4259"
"Roman Quinn","Phillies","0","1","8.10","2","0","0","0","0","0","0","3.1","19","7","3","3","0","3","1","0","0","0","1","13546"
"Jeanmar Gomez","Rangers","1","0","8.22","16","0","0","0","0","0","0","15.1","73","23","15","14","2","6","0","1","2","0","10","9033"
"Reed Garrett","Tigers","0","0","8.22","13","0","0","0","0","0","1","15.1","77","24","15","14","3","13","0","1","0","0","10","16866"
"Nick Tropeano","Angels","0","0","8.31","2","0","0","0","0","0","0","8.2","41","12","8","8","5","3","0","1","0","0","7","12385"
"Jose Suarez","Angels","0","0","8.36","4","0","0","0","0","0","0","14.0","68","20","13","13","4","7","0","1","1","0","12","19911"
"Jesse Biddle","- - -","0","1","8.36","30","0","0","0","0","1","1","28.0","152","42","33","26","5","22","1","4","7","0","26","11437"
"Drew Gagnon","Mets","3","1","8.37","18","0","0","0","0","0","1","23.2","117","34","26","22","11","7","0","2","2","0","17","12545"
"Bobby Poyner","Red Sox","0","1","8.38","12","0","0","0","0","0","0","9.2","43","10","9","9","2","5","0","1","0","0","9","17987"
"Alex McRae","Pirates","0","3","8.41","9","0","0","0","0","0","0","20.1","101","27","21","19","8","12","1","3","2","0","18","16317"
